Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,Predicted_Rating
5621,223994,6119,26,3427,95,48,70,72,311,127,38,46,1578,1,1.0,3.0,3.0,2,0,0,25,9.0,2018-02-08,19,3,11,26,29,29,29,24,27,27,27,24,23,23,23,19,15,15,15,19,10,12,12,12,10,9,12,12,12,9,32.0,70.0,69.0,53.0,59.0,68.0,40.0,44.0,40.0,70.0,64.0,72.0,61.0,67.0,53.0,73.0,66.0,69.0,71.0,59.0,52.0,18.0,74.0,54.0,62.0,68.0,16.0,22.0,19.0,16.0,15.0,13.0,8.0,9.0,162,168.83
5633,186876,1732,29,606,104,33,70,70,298,643,4,57,1692,1,1.0,3.0,2.0,5,0,0,17,25.0,2017-07-02,19,3,12,16,17,17,17,16,16,16,16,16,17,17,17,14,20,20,20,14,29,36,36,36,29,31,40,40,40,31,33.0,40.0,68.0,66.0,30.0,62.0,43.0,42.0,67.0,64.0,65.0,67.0,59.0,63.0,49.0,64.0,73.0,76.0,82.0,45.0,71.0,67.0,37.0,46.0,50.0,66.0,65.0,69.0,65.0,12.0,10.0,11.0,15.0,16.0,157,151.03
5638,208384,5526,24,1935,31,77,69,74,626,138,2,57,1833,1,1.0,3.0,3.0,8,0,0,2,24.0,2018-07-17,19,20,1,21,25,25,25,27,27,27,27,27,27,27,27,24,27,27,27,24,34,38,38,38,34,34,38,38,38,34,61.0,57.0,49.0,69.0,43.0,68.0,49.0,41.0,68.0,73.0,66.0,64.0,65.0,64.0,67.0,81.0,70.0,74.0,70.0,62.0,66.0,69.0,69.0,61.0,53.0,63.0,67.0,68.0,67.0,15.0,10.0,14.0,6.0,7.0,7,188.69
5639,227840,4622,28,3876,30,115,69,70,60,255,121,24,1817,0,1.0,3.0,3.0,8,1,0,18,22.0,2018-01-15,19,24,1,21,23,23,23,27,26,26,26,27,27,27,27,24,27,27,27,24,33,37,37,37,33,33,37,37,37,33,67.0,57.0,57.0,71.0,25.0,64.0,45.0,73.0,66.0,73.0,68.0,62.0,57.0,70.0,65.0,62.0,65.0,68.0,70.0,58.0,74.0,64.0,58.0,70.0,68.0,58.0,67.0,64.0,58.0,13.0,10.0,9.0,12.0,7.0,3,127.53
5641,236288,2713,21,5171,104,33,69,78,360,509,6,24,1909,1,1.0,3.0,3.0,0,1,0,18,6.0,2016-07-28,19,20,7,16,24,24,24,29,27,27,27,29,28,28,28,26,28,28,28,26,36,37,37,37,36,36,35,35,35,36,60.0,58.0,48.0,68.0,55.0,70.0,54.0,49.0,66.0,66.0,78.0,81.0,79.0,69.0,78.0,70.0,82.0,93.0,59.0,67.0,68.0,67.0,60.0,67.0,46.0,67.0,65.0,64.0,62.0,7.0,14.0,14.0,11.0,14.0,156,181.67
5644,199169,3681,27,1204,125,39,69,70,93,426,2,12,1791,1,1.0,3.0,3.0,8,1,0,19,10.0,2017-07-07,19,20,8,18,19,19,19,25,24,24,24,25,26,26,26,23,28,28,28,23,33,39,39,39,33,33,36,36,36,33,52.0,46.0,42.0,77.0,40.0,63.0,51.0,46.0,68.0,71.0,67.0,65.0,69.0,68.0,81.0,59.0,74.0,73.0,66.0,52.0,62.0,70.0,60.0,67.0,50.0,77.0,62.0,70.0,64.0,9.0,12.0,13.0,11.0,11.0,156,137.56
5645,192001,1010,24,870,93,136,69,74,387,76,2,46,1772,1,1.0,3.0,3.0,8,0,0,16,5.0,2012-07-01,19,22,0,16,18,18,18,21,17,17,17,21,18,18,18,19,19,19,19,19,34,34,34,34,34,35,39,39,39,35,66.0,43.0,69.0,65.0,43.0,68.0,46.0,41.0,62.0,67.0,75.0,73.0,71.0,64.0,67.0,62.0,91.0,78.0,70.0,44.0,61.0,62.0,32.0,39.0,52.0,59.0,67.0,68.0,66.0,15.0,12.0,16.0,6.0,11.0,154,111.49
5646,193537,188,30,980,55,76,69,69,337,380,36,57,1721,1,1.0,3.0,3.0,4,1,0,22,30.0,2017-07-01,19,3,8,20,28,28,28,30,29,29,29,30,29,29,29,24,19,19,19,24,14,13,13,13,14,11,9,9,9,11,54.0,68.0,58.0,68.0,74.0,67.0,63.0,61.0,43.0,69.0,76.0,71.0,82.0,70.0,84.0,65.0,75.0,61.0,58.0,63.0,43.0,21.0,72.0,68.0,77.0,73.0,19.0,18.0,13.0,12.0,13.0,14.0,11.0,10.0,4,24.41
5651,235522,584,22,5060,126,103,69,78,43,388,6,40,1822,1,1.0,3.0,3.0,8,1,0,19,8.0,,186,17,7,10,22,22,22,29,27,27,27,29,29,29,29,25,27,27,27,25,29,33,33,33,29,28,29,29,29,28,61.0,58.0,36.0,71.0,57.0,74.0,71.0,62.0,69.0,69.0,70.0,65.0,81.0,62.0,83.0,67.0,58.0,63.0,64.0,66.0,57.0,61.0,63.0,68.0,59.0,69.0,55.0,59.0,55.0,6.0,10.0,6.0,9.0,7.0,0,0.0
5652,233731,261,18,4825,131,104,69,83,86,473,38,4,1593,1,1.0,3.0,3.0,8,0,0,25,14.0,2017-01-23,19,23,12,20,28,28,28,28,28,28,28,28,26,26,26,23,17,17,17,23,15,13,13,13,15,13,11,11,11,13,51.0,69.0,65.0,59.0,74.0,69.0,40.0,35.0,40.0,71.0,78.0,76.0,77.0,66.0,60.0,63.0,67.0,66.0,59.0,57.0,41.0,24.0,71.0,59.0,53.0,61.0,27.0,20.0,16.0,7.0,6.0,9.0,7.0,11.0,465,422.02
5653,179971,5710,28,389,39,12,69,69,67,636,1,71,1631,1,1.0,3.0,3.0,8,2,0,25,20.0,,111,16,11,36,28,28,28,25,26,26,26,25,21,21,21,19,14,14,14,19,17,17,17,17,17,16,18,18,18,16,39.0,69.0,56.0,52.0,49.0,65.0,59.0,41.0,41.0,66.0,81.0,84.0,57.0,67.0,61.0,73.0,63.0,70.0,87.0,62.0,48.0,38.0,67.0,46.0,42.0,64.0,27.0,28.0,29.0,11.0,15.0,9.0,15.0,14.0,0,0.0
5654,190979,1788,25,831,106,94,69,74,386,535,4,46,1915,0,1.0,3.0,4.0,8,0,0,18,16.0,2017-03-09,19,3,8,15,25,25,25,29,28,28,28,29,29,29,29,26,28,28,28,26,33,36,36,36,33,33,34,34,34,33,58.0,62.0,49.0,71.0,62.0,70.0,69.0,63.0,67.0,69.0,73.0,68.0,78.0,67.0,79.0,69.0,68.0,79.0,54.0,62.0,69.0,65.0,68.0,68.0,65.0,58.0,61.0,63.0,64.0,10.0,16.0,15.0,8.0,6.0,7,134.6
5655,192259,4835,30,887,19,113,69,69,321,314,36,46,1790,1,1.0,3.0,3.0,8,1,0,25,10.0,2017-01-06,19,22,0,23,28,28,28,31,31,31,31,31,31,31,31,27,27,27,27,27,23,26,26,26,23,21,21,21,21,21,63.0,70.0,58.0,72.0,61.0,71.0,72.0,70.0,68.0,73.0,70.0,65.0,61.0,65.0,71.0,68.0,54.0,62.0,62.0,66.0,53.0,48.0,72.0,73.0,68.0,70.0,42.0,35.0,29.0,9.0,7.0,14.0,7.0,11.0,2,65.09
5656,202756,4945,32,1488,20,142,69,69,17,22,0,0,1660,1,1.0,3.0,2.0,6,1,0,7,5.0,,19,3,1,20,11,11,11,15,12,12,12,15,14,14,14,14,17,17,17,14,31,34,34,34,31,33,39,39,39,33,61.0,23.0,67.0,62.0,32.0,53.0,46.0,42.0,56.0,56.0,64.0,64.0,63.0,65.0,69.0,45.0,70.0,71.0,74.0,32.0,73.0,66.0,47.0,53.0,55.0,64.0,64.0,74.0,64.0,9.0,13.0,9.0,7.0,11.0,0,130.85
5659,214533,3398,26,2610,30,115,69,71,184,198,3,13,1870,1,1.0,3.0,3.0,2,2,0,0,10.0,2018-07-17,19,20,6,15,25,25,25,29,28,28,28,29,29,29,29,26,27,27,27,26,30,32,32,32,30,29,30,30,30,29,64.0,63.0,54.0,67.0,39.0,68.0,73.0,71.0,65.0,72.0,72.0,66.0,77.0,64.0,81.0,68.0,74.0,78.0,57.0,67.0,59.0,56.0,67.0,70.0,62.0,67.0,57.0,56.0,52.0,7.0,15.0,15.0,8.0,6.0,7,66.67
5664,185349,1533,30,551,13,125,69,69,260,304,108,16,1891,1,1.0,3.0,3.0,2,0,1,17,4.0,2016-07-14,19,3,0,18,22,22,22,28,25,25,25,28,26,26,26,24,25,25,25,24,36,37,37,37,36,36,40,40,40,36,64.0,39.0,61.0,71.0,49.0,71.0,59.0,59.0,64.0,68.0,78.0,85.0,84.0,68.0,75.0,62.0,85.0,66.0,64.0,54.0,71.0,68.0,62.0,59.0,49.0,77.0,67.0,70.0,66.0,16.0,8.0,11.0,12.0,6.0,4,136.2
5665,191237,3537,30,848,126,103,69,69,263,329,108,24,1668,1,1.0,3.0,2.0,6,1,0,18,6.0,2018-01-08,19,3,8,13,8,8,8,12,10,10,10,12,14,14,14,12,19,19,19,12,30,38,38,38,30,32,38,38,38,32,41.0,23.0,45.0,65.0,21.0,39.0,45.0,53.0,63.0,55.0,68.0,69.0,68.0,66.0,70.0,52.0,75.0,84.0,72.0,32.0,87.0,73.0,41.0,62.0,50.0,48.0,65.0,73.0,58.0,10.0,10.0,10.0,7.0,16.0,777,493.36
5668,240134,1678,29,5802,126,103,69,69,263,329,36,35,1758,0,1.0,3.0,2.0,8,1,0,8,8.0,2017-03-30,19,3,10,26,20,20,20,24,23,23,23,24,26,26,26,22,27,27,27,22,30,34,34,34,30,29,30,30,30,29,74.0,50.0,53.0,78.0,50.0,62.0,72.0,60.0,76.0,70.0,55.0,50.0,61.0,58.0,63.0,71.0,62.0,66.0,72.0,66.0,35.0,65.0,57.0,68.0,41.0,61.0,59.0,53.0,54.0,13.0,11.0,13.0,13.0,7.0,2,169.76
5674,162056,6112,34,70,147,109,69,69,383,670,93,70,1728,1,1.0,3.0,3.0,6,1,0,22,20.0,2015-08-04,19,3,11,31,28,28,28,23,26,26,26,23,24,24,24,19,21,21,21,19,18,25,25,25,18,18,27,27,27,18,47.0,67.0,74.0,58.0,70.0,63.0,45.0,56.0,54.0,68.0,49.0,54.0,53.0,70.0,40.0,74.0,84.0,75.0,84.0,59.0,78.0,48.0,69.0,68.0,67.0,63.0,55.0,30.0,20.0,11.0,8.0,11.0,7.0,12.0,153,106.9
5675,199689,452,27,1257,93,136,69,69,279,398,1,10,1816,1,1.0,3.0,3.0,2,1,0,21,15.0,2018-07-01,19,3,1,21,29,29,29,30,29,29,29,30,28,28,28,26,24,24,24,26,24,25,25,25,24,24,23,23,23,24,62.0,62.0,67.0,68.0,65.0,67.0,66.0,59.0,63.0,68.0,79.0,79.0,67.0,69.0,54.0,71.0,72.0,73.0,74.0,65.0,51.0,48.0,69.0,66.0,66.0,64.0,23.0,41.0,38.0,16.0,14.0,11.0,12.0,11.0,8,23.39
5676,209417,5711,24,2008,112,95,69,76,430,384,5,24,1914,1,1.0,3.0,3.0,6,1,0,18,35.0,2017-07-25,19,20,7,14,21,21,21,27,24,24,24,27,27,27,27,25,27,27,27,25,36,38,38,38,36,36,38,38,38,36,63.0,47.0,60.0,72.0,48.0,67.0,60.0,61.0,66.0,71.0,80.0,75.0,81.0,61.0,78.0,64.0,87.0,94.0,62.0,59.0,77.0,63.0,51.0,70.0,47.0,67.0,66.0,66.0,64.0,9.0,9.0,16.0,14.0,6.0,159,166.25
5677,211209,5501,25,2192,126,103,69,72,71,431,1,61,1686,0,1.0,3.0,3.0,8,0,0,6,23.0,2018-01-19,19,20,9,20,12,12,12,21,16,16,16,21,17,17,17,19,17,17,17,19,34,33,33,33,34,35,36,36,36,35,69.0,33.0,49.0,62.0,34.0,67.0,59.0,40.0,53.0,64.0,72.0,76.0,73.0,60.0,66.0,39.0,66.0,72.0,58.0,38.0,65.0,63.0,47.0,47.0,47.0,59.0,66.0,70.0,77.0,7.0,16.0,11.0,13.0,7.0,282,54.49
5680,225289,4974,22,3614,6,111,69,77,179,191,6,61,1674,1,1.0,3.0,3.0,1,1,0,25,29.0,2013-04-08,19,22,4,12,28,28,28,32,31,31,31,32,31,31,31,27,21,21,21,27,16,13,13,13,16,13,6,6,6,13,61.0,69.0,57.0,67.0,64.0,74.0,57.0,48.0,50.0,70.0,76.0,78.0,83.0,69.0,87.0,66.0,75.0,70.0,37.0,65.0,33.0,17.0,75.0,69.0,56.0,68.0,16.0,17.0,18.0,7.0,14.0,10.0,11.0,8.0,160,170.73
5681,233225,6219,26,4764,75,56,69,70,341,200,36,57,1694,1,1.0,3.0,2.0,3,0,1,7,5.0,2014-01-01,19,22,9,19,16,16,16,17,15,15,15,17,15,15,15,15,18,18,18,15,32,35,35,35,32,34,40,40,40,34,59.0,30.0,71.0,64.0,36.0,55.0,35.0,32.0,63.0,61.0,63.0,71.0,61.0,60.0,62.0,61.0,79.0,77.0,73.0,45.0,66.0,68.0,55.0,39.0,45.0,60.0,67.0,71.0,65.0,8.0,13.0,11.0,14.0,14.0,3,103.59
5686,236300,5967,24,5174,104,33,69,73,340,168,4,61,1765,0,1.0,3.0,3.0,7,1,0,21,11.0,2016-08-28,19,20,8,28,29,29,29,30,29,29,29,30,28,28,28,25,20,20,20,25,19,19,19,19,19,17,16,16,16,17,64.0,69.0,58.0,67.0,65.0,72.0,60.0,52.0,60.0,69.0,74.0,79.0,79.0,65.0,79.0,73.0,60.0,69.0,71.0,70.0,57.0,18.0,64.0,58.0,61.0,52.0,31.0,26.0,35.0,14.0,6.0,12.0,13.0,15.0,161,155.67
5690,223501,466,22,3370,6,111,69,78,144,104,4,61,1782,0,1.0,3.0,3.0,2,1,0,6,33.0,2014-06-01,19,20,10,22,21,21,21,25,22,22,22,25,22,22,22,22,22,22,22,22,34,35,35,35,34,35,38,38,38,35,67.0,44.0,57.0,65.0,47.0,65.0,49.0,31.0,60.0,64.0,79.0,75.0,66.0,64.0,52.0,65.0,67.0,77.0,79.0,47.0,61.0,67.0,63.0,57.0,58.0,60.0,64.0,68.0,66.0,10.0,10.0,11.0,14.0,13.0,157,168.21
5699,202512,2053,25,1463,55,76,69,73,174,328,1,65,1861,0,1.0,3.0,3.0,6,1,0,6,8.0,2016-07-01,19,20,11,29,21,21,21,24,21,21,21,24,21,21,21,23,23,23,23,23,36,36,36,36,36,36,38,38,38,36,72.0,37.0,65.0,67.0,50.0,66.0,64.0,74.0,65.0,66.0,70.0,85.0,62.0,65.0,56.0,76.0,67.0,92.0,82.0,58.0,73.0,59.0,49.0,52.0,44.0,56.0,59.0,68.0,62.0,14.0,10.0,14.0,9.0,9.0,8,51.35
5704,203026,5316,27,1518,55,76,69,70,57,46,36,70,1750,0,1.0,3.0,2.0,6,1,0,1,42.0,2017-08-18,19,20,11,29,20,20,20,21,18,18,18,21,19,19,19,18,19,19,19,18,33,35,35,35,33,34,39,39,39,34,61.0,56.0,68.0,65.0,44.0,57.0,46.0,61.0,61.0,60.0,64.0,74.0,71.0,63.0,57.0,51.0,56.0,72.0,78.0,50.0,62.0,67.0,50.0,48.0,45.0,59.0,68.0,70.0,68.0,13.0,15.0,12.0,6.0,11.0,154,167.05
5705,213010,1268,27,2400,126,103,69,69,394,587,115,57,1817,1,1.0,3.0,3.0,2,1,1,24,12.0,2016-07-15,19,3,8,12,21,21,21,25,22,22,22,25,21,21,21,22,20,20,20,22,34,34,34,34,34,35,38,38,38,35,69.0,42.0,55.0,63.0,33.0,65.0,59.0,48.0,55.0,66.0,79.0,79.0,78.0,63.0,77.0,72.0,75.0,71.0,70.0,46.0,71.0,65.0,66.0,46.0,57.0,72.0,66.0,66.0,69.0,8.0,10.0,13.0,6.0,9.0,3,13.22
5706,227602,2184,25,3848,6,111,69,74,65,190,4,61,1687,1,1.0,3.0,3.0,8,1,0,0,11.0,2016-09-01,19,23,9,16,24,24,24,29,27,27,27,29,29,29,29,26,24,24,24,26,20,22,22,22,20,17,15,15,15,17,60.0,67.0,48.0,72.0,59.0,75.0,60.0,52.0,67.0,71.0,76.0,74.0,69.0,62.0,59.0,66.0,61.0,75.0,67.0,60.0,49.0,34.0,50.0,71.0,57.0,55.0,29.0,28.0,23.0,8.0,6.0,14.0,7.0,11.0,155,151.65
5707,234002,1213,26,4860,19,113,69,69,621,341,120,61,1806,1,1.0,3.0,2.0,8,1,0,2,16.0,2018-01-01,19,22,9,22,20,20,20,18,19,19,19,18,21,21,21,16,24,24,24,16,30,38,38,38,30,32,39,39,39,32,41.0,42.0,64.0,72.0,61.0,49.0,52.0,56.0,72.0,58.0,66.0,64.0,68.0,67.0,63.0,75.0,71.0,73.0,72.0,60.0,68.0,66.0,55.0,64.0,49.0,74.0,68.0,70.0,68.0,13.0,13.0,7.0,8.0,11.0,7,133.98
5708,235794,1773,20,5099,45,38,69,83,453,317,39,46,1704,1,1.0,3.0,4.0,8,0,0,0,10.0,2016-08-03,19,22,7,13,23,23,23,29,27,27,27,29,28,28,28,25,24,24,24,25,24,25,25,25,24,22,21,21,21,22,54.0,61.0,46.0,69.0,50.0,74.0,55.0,24.0,59.0,69.0,76.0,75.0,78.0,62.0,73.0,60.0,69.0,73.0,58.0,62.0,58.0,42.0,62.0,67.0,50.0,62.0,35.0,49.0,39.0,10.0,12.0,9.0,14.0,10.0,472,416.27
5709,170514,76,32,185,72,84,69,69,440,457,94,35,1745,1,1.0,3.0,2.0,0,2,0,16,14.0,2017-08-30,19,20,8,20,16,16,16,19,16,16,16,19,15,15,15,17,17,17,17,17,34,35,35,35,34,36,40,40,40,36,65.0,30.0,55.0,64.0,40.0,59.0,59.0,24.0,58.0,60.0,70.0,71.0,74.0,64.0,83.0,63.0,67.0,80.0,77.0,48.0,74.0,67.0,58.0,31.0,36.0,71.0,66.0,73.0,72.0,15.0,14.0,12.0,8.0,8.0,728,556.56
5717,191252,4421,28,849,55,76,69,69,223,163,113,5,1884,0,1.0,3.0,3.0,2,0,0,6,19.0,2017-07-01,19,20,9,26,26,26,26,28,26,26,26,28,25,25,25,25,24,24,24,25,35,36,36,36,35,36,37,37,37,36,65.0,59.0,59.0,66.0,51.0,64.0,56.0,46.0,59.0,66.0,81.0,85.0,69.0,67.0,68.0,68.0,73.0,90.0,76.0,61.0,72.0,62.0,63.0,60.0,57.0,64.0,64.0,62.0,65.0,6.0,6.0,16.0,10.0,12.0,2,17.69
5719,202517,509,26,1464,57,79,69,70,626,138,3,18,1701,1,1.0,3.0,2.0,7,0,0,25,39.0,,159,17,12,24,29,29,29,23,26,26,26,23,25,25,25,18,20,20,20,18,15,21,21,21,15,15,21,21,21,15,36.0,69.0,70.0,65.0,65.0,60.0,63.0,63.0,54.0,68.0,54.0,60.0,61.0,68.0,49.0,73.0,72.0,70.0,79.0,70.0,66.0,29.0,70.0,61.0,60.0,70.0,35.0,33.0,32.0,10.0,14.0,7.0,7.0,8.0,0,0.0
5720,233493,3353,20,4802,93,136,69,77,141,397,3,10,1678,1,1.0,3.0,2.0,8,0,0,6,3.0,2018-07-01,19,3,8,17,15,15,15,20,16,16,16,20,16,16,16,19,17,17,17,19,34,32,32,32,34,35,35,35,35,35,68.0,38.0,61.0,66.0,33.0,61.0,54.0,36.0,54.0,68.0,75.0,77.0,66.0,60.0,75.0,46.0,67.0,79.0,57.0,39.0,50.0,66.0,45.0,35.0,54.0,53.0,66.0,66.0,65.0,10.0,10.0,12.0,12.0,7.0,158,170.94
5722,183573,5095,31,484,55,76,69,69,1,162,104,61,1829,0,1.0,3.0,2.0,8,1,0,6,30.0,2015-07-01,19,3,9,26,20,20,20,21,20,20,20,21,21,21,21,19,24,24,24,19,34,38,38,38,34,35,40,40,40,35,65.0,45.0,60.0,68.0,44.0,58.0,57.0,55.0,65.0,63.0,60.0,54.0,68.0,68.0,65.0,73.0,68.0,84.0,72.0,62.0,70.0,70.0,56.0,58.0,64.0,65.0,69.0,70.0,68.0,14.0,7.0,11.0,6.0,12.0,0,31.85
5724,190485,2580,28,794,93,136,69,69,142,65,113,2,1772,0,1.0,3.0,3.0,8,0,0,6,16.0,2018-07-01,19,3,8,15,15,15,15,24,20,20,20,24,24,24,24,23,25,25,25,23,35,38,38,38,35,36,38,38,38,36,78.0,41.0,55.0,71.0,47.0,64.0,74.0,32.0,71.0,72.0,72.0,70.0,64.0,57.0,69.0,51.0,74.0,66.0,69.0,50.0,64.0,70.0,38.0,72.0,35.0,58.0,60.0,70.0,70.0,9.0,8.0,9.0,8.0,12.0,3,101.2
5726,227862,6630,25,3880,142,107,69,72,195,49,3,13,1682,0,1.0,3.0,3.0,8,0,0,21,11.0,2010-01-01,19,24,0,14,22,22,22,30,28,28,28,30,30,30,30,26,24,24,24,26,23,23,23,23,23,21,16,16,16,21,72.0,59.0,37.0,71.0,36.0,72.0,54.0,67.0,65.0,73.0,72.0,67.0,68.0,69.0,72.0,72.0,51.0,57.0,45.0,75.0,49.0,27.0,54.0,74.0,56.0,59.0,42.0,36.0,45.0,9.0,9.0,10.0,10.0,7.0,162,131.52
5729,186135,982,27,557,105,93,69,69,79,510,115,11,1806,1,1.0,3.0,2.0,3,0,0,2,13.0,2013-08-02,19,22,1,15,20,20,20,21,20,20,20,21,21,21,21,18,24,24,24,18,33,38,38,38,33,34,38,38,38,34,56.0,51.0,59.0,70.0,51.0,54.0,58.0,54.0,64.0,68.0,59.0,66.0,65.0,68.0,72.0,68.0,61.0,80.0,65.0,66.0,74.0,71.0,44.0,56.0,47.0,59.0,70.0,66.0,62.0,13.0,12.0,6.0,15.0,15.0,6,45.54
5730,193303,424,27,964,147,109,69,69,123,450,115,12,1740,1,1.0,3.0,3.0,8,1,1,16,6.0,2016-07-19,19,3,8,21,18,18,18,22,20,20,20,22,21,21,21,20,22,22,22,20,34,36,36,36,34,35,39,39,39,35,68.0,35.0,60.0,69.0,36.0,65.0,53.0,42.0,66.0,66.0,68.0,68.0,69.0,64.0,62.0,56.0,64.0,68.0,73.0,50.0,65.0,63.0,57.0,50.0,50.0,60.0,70.0,72.0,71.0,11.0,6.0,6.0,8.0,9.0,7,86.05
5739,216346,406,23,2812,74,135,69,74,449,160,2,35,1789,1,1.0,3.0,3.0,2,1,1,16,2.0,2013-07-09,19,3,9,21,20,20,20,25,22,22,22,25,22,22,22,22,20,20,20,22,34,34,34,34,34,36,39,39,39,36,59.0,37.0,59.0,54.0,29.0,72.0,48.0,29.0,55.0,64.0,82.0,91.0,84.0,64.0,72.0,62.0,80.0,79.0,71.0,48.0,80.0,67.0,63.0,57.0,36.0,60.0,63.0,71.0,69.0,8.0,7.0,11.0,8.0,10.0,7,48.79
5740,227866,5345,27,3881,106,94,69,69,299,244,1,61,1771,0,1.0,3.0,3.0,0,2,0,12,10.0,2017-07-01,19,22,10,36,29,29,29,27,26,26,26,27,25,25,25,23,20,20,20,23,19,21,21,21,19,18,20,20,20,18,64.0,70.0,64.0,63.0,61.0,65.0,63.0,67.0,58.0,67.0,68.0,69.0,60.0,63.0,64.0,72.0,65.0,82.0,82.0,62.0,77.0,26.0,70.0,56.0,60.0,68.0,40.0,27.0,26.0,14.0,6.0,13.0,11.0,16.0,3,12.35
5744,218651,5413,25,2905,37,11,69,73,224,644,4,2,1678,1,1.0,3.0,3.0,0,1,0,12,28.0,2017-07-01,19,23,10,27,29,29,29,25,27,27,27,25,25,25,25,21,19,19,19,21,18,22,22,22,18,18,23,23,23,18,30.0,69.0,68.0,63.0,45.0,67.0,32.0,27.0,52.0,68.0,75.0,79.0,64.0,65.0,66.0,70.0,71.0,78.0,79.0,50.0,78.0,26.0,67.0,57.0,66.0,65.0,38.0,35.0,37.0,11.0,8.0,15.0,9.0,13.0,8,66.17
5745,235036,6711,20,5003,13,125,69,79,334,608,5,57,1555,1,1.0,3.0,2.0,8,1,0,1,4.0,2018-07-01,19,22,10,27,12,12,12,12,12,12,12,12,13,13,13,11,17,17,17,11,27,35,35,35,27,30,40,40,40,30,31.0,29.0,70.0,68.0,23.0,52.0,21.0,35.0,64.0,63.0,66.0,66.0,50.0,63.0,64.0,46.0,72.0,65.0,78.0,26.0,72.0,65.0,38.0,42.0,42.0,58.0,66.0,66.0,68.0,12.0,10.0,8.0,7.0,7.0,158,163.84
5748,164637,2878,32,103,40,29,69,69,299,244,97,57,1741,1,1.0,3.0,2.0,6,1,0,18,12.0,2011-07-01,19,20,9,23,13,13,13,14,14,14,14,14,17,17,17,14,22,22,22,14,31,37,37,37,31,32,39,39,39,32,56.0,23.0,57.0,67.0,41.0,45.0,64.0,62.0,59.0,60.0,45.0,50.0,59.0,71.0,74.0,60.0,72.0,87.0,79.0,54.0,82.0,63.0,57.0,63.0,50.0,63.0,72.0,66.0,64.0,7.0,6.0,11.0,8.0,7.0,643,208.09
5750,208158,1948,24,1912,6,111,69,75,600,196,5,65,1728,1,1.0,3.0,3.0,2,1,0,25,9.0,2018-01-31,19,20,1,22,28,28,28,28,28,28,28,28,27,27,27,23,20,20,20,23,16,16,16,16,16,14,13,13,13,14,58.0,68.0,64.0,61.0,56.0,66.0,60.0,61.0,59.0,65.0,75.0,78.0,74.0,64.0,77.0,76.0,73.0,66.0,72.0,78.0,43.0,27.0,62.0,68.0,66.0,65.0,22.0,24.0,19.0,10.0,11.0,6.0,13.0,6.0,158,149.89
5751,236830,6909,18,5256,51,62,69,81,220,589,7,70,1845,0,1.0,3.0,3.0,8,2,0,4,28.0,2017-10-10,19,20,9,27,24,24,24,29,28,28,28,29,29,29,29,26,27,27,27,26,30,34,34,34,30,29,31,31,31,29,62.0,53.0,47.0,73.0,55.0,73.0,66.0,65.0,69.0,74.0,68.0,72.0,72.0,62.0,72.0,72.0,62.0,68.0,69.0,51.0,72.0,56.0,68.0,68.0,55.0,65.0,53.0,58.0,55.0,13.0,9.0,10.0,12.0,11.0,288,298.86
5752,198687,5940,29,1166,120,36,69,69,48,326,111,2,1877,0,1.0,3.0,3.0,2,1,0,6,26.0,2017-07-17,19,20,7,15,26,26,26,29,26,26,26,29,26,26,26,25,24,24,24,25,35,37,37,37,35,35,40,40,40,35,70.0,60.0,61.0,69.0,59.0,70.0,58.0,41.0,61.0,67.0,77.0,78.0,67.0,68.0,80.0,68.0,72.0,67.0,79.0,57.0,84.0,64.0,60.0,57.0,33.0,68.0,66.0,67.0,66.0,13.0,8.0,9.0,7.0,14.0,5,43.35
5754,239136,4955,19,5613,51,62,69,85,389,621,59,57,1716,0,1.0,3.0,2.0,8,1,0,1,31.0,2017-07-01,19,20,0,18,14,14,14,20,17,17,17,20,18,18,18,19,20,20,20,19,34,36,36,36,34,35,39,39,39,35,66.0,30.0,61.0,67.0,29.0,64.0,60.0,36.0,64.0,64.0,79.0,76.0,50.0,58.0,75.0,45.0,75.0,70.0,68.0,35.0,69.0,67.0,49.0,50.0,50.0,60.0,70.0,70.0,68.0,6.0,10.0,8.0,14.0,13.0,467,433.9
